Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS;0,1,2,3,4,5,6,7,8,9,10,11,12
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123),,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC),,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DAS PARATIREÓIDES,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI),,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TESTE DE ESTÍMULO COM TSH RECOMBINANTE,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TESTE DE SUPRESSÃO DA TIREÓIDE COM T3,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TESTE DO PERCLORATO,,,,AMB,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA RENAL DINÂMICA,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA),,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA TESTICULAR (ESCROTAL),,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CISTOCINTILOGRAFIA DIRETA,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CISTOCINTILOGRAFIA INDIRETA,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;"DETERMINAÇÃO DA FILTRAÇÃO GLOMERULAR,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DETERMINAÇÃO DO FLUXO PLASMÁTICO RENAL,,,,AMB,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DO SISTEMA RETÍCULO-ENDOTELIAL (MEDULA ÓSSEA),,,,AMB,HCO,HSO,REF,PAC,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DEMONSTRAÇÃO DO SEQÜESTRO DE HEMÁCIAS PELO BAÇO,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DETERMINAÇÃO DA SOBREVIDA DE HEMÁCIAS,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DETERMINAÇÃO DO VOLUME ERITROCITÁRIO,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DETERMINAÇÃO DO VOLUME PLASMÁTICO,,,,AMB,HCO,HSO,REF,PAC,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TESTE DE ABSORÇÃO DE VITAMINA B12 COM COBALTO - 57 (TESTE DE SCHILLING),,,,AMB,HCO,HSO,REF,PAC,,HEMATOLÓGICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA ÓSSEA (CORPO TOTAL),,,,AMB,HCO,HSO,REF,PAC,,MÚSCULO - ESQUELÉTICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"FLUXO SANGÜÍNEO ÓSSEO,,,,AMB,HCO,HSO,REF,PAC,,MÚSCULO - ESQUELÉTICO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA CEREBRAL,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DE PERFUSÃO CEREBRAL,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DE PERFUSÃO CEREBRAL PARA AVALIAÇÃO DE TRANSPORTADORES DE DOPAMINA (COM
DIRETRIZ DE UTILZAÇÃO),,,,AMB,HCO,HSO,REF,PAC,118,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CISTERNOCINTILOGRAFIA,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CISTERNOCINTILOGRAFIA PARA PESQUISA DE FÍSTULA LIQUÓRICA,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ESTUDO DO TRÂNSITO LIQUÓRICO,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"FLUXO SANGUÍNEO CEREBRAL,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"MIELOCINTILOGRAFIA,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"VENTRÍCULO-CINTILOGRAFIA,,,,AMB,HCO,HSO,REF,PAC,,NERVOSO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA COM ANÁLOGO DE SOMATOSTATINA,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA COM GÁLIO-67,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA COM LEUCÓCITOS MARCADOS,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA COM MIBG (METAIODOBENZILGUANIDINA),,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA DE MAMA,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DEMARCAÇÃO RADIOISOTÓPICA DE LESÕES TUMORAIS,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LESÕES TUMORAIS,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DETECÇÃO INTRAOPERATÓRIA RADIOGUIADA DE LINFONODO SENTINELA,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"LINFOCINTILOGRAFIA,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"PET-CT ONCOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,AMB,,,REF,PAC,60,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"QUANTIFICAÇÃO DA CAPTAÇÃO PULMONAR COM GÁLIO-67,,,,AMB,HCO,HSO,REF,PAC,,ONCOLOGIA / INFECTOLOGIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA PARA DETECÇÃO DE ASPIRAÇÃO PULMONAR,,,,AMB,HCO,HSO,REF,PAC,,RESPIRATÓRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA PULMONAR (INALAÇÃO),,,,AMB,HCO,HSO,REF,PAC,,RESPIRATÓRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CINTILOGRAFIA PULMONAR (PERFUSÃO),,,,AMB,HCO,HSO,REF,PAC,,RESPIRATÓRIO - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO COM METAIODOBENZILGUANIDINA (MIBG),,,,AMB,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DA POLICITEMIA VERA,,,,AMB,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE CÂNCER DA TIREÓIDE,,,,AMB,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE DOR ÓSSEA CAUSADA POR METÁSTASE COM SAMÁRIO-136 OU ESTRÔNCIO-90,,,,AMB,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (GRAVES),,,,AMB,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE HIPERTIREOIDISMO-BÓCIO NODULAR TÓXICO (PLUMMER),,,,AMB,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"TRATAMENTO DE TUMORES NEUROENDÓCRINOS,,,,AMB,HCO,HSO,REF,PAC,,TERAPIA - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS),,,,AMB,HCO,HSO,REF,PAC,,OUTROS - IN VIVO,MEDICINA NUCLEAR,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"AMPLIAÇÃO OU MAGNIFICAÇÃO DE LESÃO MAMÁRIA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ANGIOGRAFIA POR CATETERISMO NÃO SELETIVO, SELETIVO OU SUPERSELETIVO,,,,AMB,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ANGIOGRAFIA POR PUNÇÃO,,,,AMB,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ANGIOGRAFIA TRANSOPERATÓRIA DE POSICIONAMENTO,,,,,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"AORTOGRAFIA ABDOMINAL POR PUNÇÃO TRANSLOMBAR,,,,,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ARTROGRAFIA OU PNEUMOARTROGRAFIA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"AVALIAÇÃO HEMODINÂMICA POR CATETERISMO (AFERIMENTO DE PRESSÃO OU FLUXO ARTERIAL OU
VENOSO),,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CAVERNOSOGRAFIA,,,,AMB,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"CLISTER OU ENEMA OPACO (DUPLO CONTRASTE),,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"COLANGIOGRAFIA INTRA-OPERATÓRIA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"COLANGIOGRAFIA PÓS-OPERATÓRIA (PELO DRENO),,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"COLANGIOGRAFIA TRANSCUTÂNEA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"COLANGIOPANCREATOGRAFIA RETRÓGRADA,,,,AMB,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DACRIOCISTOGRAFIA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DEFECOGRAMA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DEGLUTOGRAMA OU VIDEODEGLUTOGRAMA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"PROCEDIMENTO,""RN"
;;;;;;;;;;;;;;;;;;;;"(alteração)"",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO"
;;;;;;;;;;;;;;;;;;;;"DENSITOMETRIA ÓSSEA - QUALQUER SEGMENTO,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"DRENAGEM PERCUTÂNEA ORIENTADA POR RX (ACRESCENTAR O EXAME DE BASE),,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ESCANOMETRIA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ESPLENOPORTOGRAFIA PERCUTÂNEA,,,,AMB,HCO,HSO,REF,PAC,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"ESTUDO DO DELGADO COM DUPLO CONTRASTE,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"FÁRMACO-CAVERNOSOGRAFIA (DINÂMICA),,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
;;;;;;;;;;;;;;;;;;;;"TERAPÊUTICOS"""
;;;;;;;;;;;;;;;;;;;;"FISTULOGRAFIA,,,,AMB,HCO,HSO,REF,,,RADIOGRAFIAS,MÉTODOS DIAGNÓSTICOS POR IMAGEM,""PROCEDIMENTOS DIAGNÓSTICOS E"
